,group,numbers
1699,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Hct', 'PTT')",5
1700,"('BaseExcess', 'pH', 'PaCO2', 'Fibrinogen')",5
1701,"('HCO3', 'pH', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",5
1702,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1703,"('FiO2', 'pH', 'SaO2', 'Glucose', 'Hct')",5
1704,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Hct', 'Hgb', 'WBC')",5
1705,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1706,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'AST', 'Alkalinephos', 'Bilirubin_total')",5
1707,"('FiO2', 'BUN', 'Creatinine', 'Hct', 'PTT', 'Platelets')",5
1708,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total')",5
1709,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",5
1710,"('Magnesium', 'Potassium', 'Hct', 'PTT', 'Fibrinogen')",5
1711,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1712,"('BaseExcess', 'pH', 'PaCO2', 'Hct', 'Hgb', 'WBC')",5
1713,"('HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1714,"('pH', 'Potassium', 'PTT')",5
1715,"('FiO2', 'Magnesium', 'Hct', 'PTT')",5
1716,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hgb')",5
1717,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1718,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1719,"('BaseExcess', 'HCO3', 'pH', 'SaO2', 'BUN', 'Chloride', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1720,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",5
1721,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",5
1722,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT')",5
1723,"('FiO2', 'Calcium', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",5
1724,"('Calcium', 'Hct', 'PTT')",5
1725,"('BaseExcess', 'pH', 'SaO2', 'Potassium')",5
1726,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Chloride', 'Potassium', 'Hct')",5
1727,"('HCO3', 'FiO2', 'pH', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",5
1728,"('HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1729,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1730,"('BaseExcess', 'pH', 'Hct', 'PTT')",5
1731,"('Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1732,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium')",5
1733,"('Calcium', 'Chloride', 'Glucose', 'Magnesium', 'Potassium')",5
1734,"('Potassium', 'Hct', 'Hgb', 'WBC')",5
1735,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Hct', 'Hgb')",5
1736,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'TroponinI')",5
1737,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'TroponinI')",5
1738,"('BUN', 'Calcium', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",5
1739,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Hct', 'PTT', 'Platelets')",5
1740,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Hgb')",5
1741,"('Lactate', 'Hct', 'PTT')",5
1742,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'PTT')",5
1743,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1744,"('HCO3', 'pH', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1745,"('BaseExcess', 'pH', 'SaO2', 'AST', 'Alkalinephos', 'Lactate')",5
1746,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1747,"('BaseExcess', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium')",5
1748,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium')",5
1749,"('BUN', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium')",5
1750,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT')",5
1751,"('HCO3', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1752,"('BUN', 'Creatinine', 'Hct', 'PTT', 'Platelets')",5
1753,"('Calcium', 'Magnesium', 'Potassium', 'Hct', 'PTT')",5
1754,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1755,"('FiO2', 'Glucose', 'Magnesium', 'Hct')",5
1756,"('HCO3', 'FiO2', 'pH', 'BUN', 'Chloride', 'Magnesium', 'Potassium')",5
1757,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1758,"('pH', 'SaO2', 'Glucose', 'Magnesium', 'Hct')",5
1759,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Hct')",5
1760,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1761,"('BaseExcess', 'pH', 'Lactate', 'Hct', 'Hgb')",5
1762,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1763,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'Alkalinephos', 'Lactate', 'Bilirubin_total')",5
1764,"('HCO3', 'Calcium', 'Chloride', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1765,"('BUN', 'Creatinine', 'Glucose', 'Hct', 'Hgb')",5
1766,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Magnesium', 'Potassium')",5
1767,"('FiO2', 'pH', 'SaO2', 'Lactate', 'Hct')",5
1768,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Glucose', 'Hct', 'Hgb')",5
1769,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Potassium', 'Hct')",5
1770,"('pH', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1771,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",5
1772,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",5
1773,"('Chloride', 'Magnesium', 'Potassium', 'PTT')",5
1774,"('HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1775,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1776,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Hct', 'Hgb')",5
1777,"('HCO3', 'pH', 'Glucose', 'Lactate', 'Potassium')",5
1778,"('Magnesium', 'Potassium', 'Hct', 'Hgb')",5
1779,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Magnesium', 'Hct')",5
1780,"('HCO3', 'pH', 'BUN', 'Chloride', 'Glucose', 'Magnesium', 'Hct', 'Hgb', 'WBC')",5
1781,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1782,"('HCO3', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",5
1783,"('HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1784,"('Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",5
1785,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1786,"('HCO3', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1787,"('HCO3', 'pH', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",5
1788,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1789,"('BaseExcess', 'pH', 'SaO2', 'Lactate', 'PTT')",5
1790,"('pH', 'PaCO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1791,"('HCO3', 'FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Platelets')",5
1792,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1793,"('BUN', 'Chloride', 'Creatinine', 'Potassium', 'Hct')",5
1794,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Hct', 'Hgb')",5
1795,"('pH', 'Glucose', 'Potassium', 'PTT')",5
1796,"('HCO3', 'BUN', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1797,"('Glucose', 'Magnesium', 'Phosphate', 'Potassium')",5
1798,"('Creatinine', 'PTT')",5
1799,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1800,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1801,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",5
1802,"('Hct', 'PTT', 'WBC', 'Platelets')",5
1803,"('pH', 'Chloride', 'Glucose', 'Potassium')",5
1804,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Platelets')",5
1805,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Calcium', 'Magnesium', 'Potassium')",5
1806,"('HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1807,"('BaseExcess', 'pH', 'Lactate', 'Magnesium', 'Hct', 'Hgb', 'WBC')",5
1808,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium')",5
1809,"('BaseExcess', 'FiO2', 'pH', 'Chloride', 'Potassium')",5
1810,"('FiO2', 'pH', 'SaO2', 'Glucose', 'Lactate', 'Hct', 'Hgb')",5
1811,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Magnesium', 'Potassium', 'Hct')",5
1812,"('AST', 'Alkalinephos', 'Chloride', 'Potassium', 'Bilirubin_total')",5
1813,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1814,"('HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1815,"('pH', 'PaCO2', 'BUN', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'PTT', 'Platelets')",5
1816,"('pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct')",5
1817,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC')",5
1818,"('BUN', 'Chloride', 'Potassium', 'Hct')",5
1819,"('Calcium', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",5
1820,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1821,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Lactate', 'Platelets')",5
1822,"('BaseExcess', 'pH', 'PaCO2', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",5
1823,"('Calcium', 'Phosphate', 'Potassium')",5
1824,"('AST',)",5
1825,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'Alkalinephos', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total')",5
1826,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1827,"('FiO2', 'Hct', 'Hgb', 'Platelets')",5
1828,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1829,"('pH', 'Platelets')",5
1830,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium')",5
1831,"('HCO3', 'BUN', 'Chloride', 'Bilirubin_direct', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1832,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Magnesium', 'Potassium', 'Hct')",5
1833,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1834,"('Calcium', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium')",5
1835,"('Potassium', 'TroponinI')",5
1836,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'PTT')",5
1837,"('BaseExcess', 'pH', 'Lactate', 'Potassium')",5
1838,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total')",5
1839,"('Chloride', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",4
1840,"('BaseExcess', 'pH', 'SaO2', 'Glucose', 'Lactate', 'Potassium')",4
1841,"('HCO3', 'FiO2', 'Chloride', 'Glucose', 'Potassium')",4
1842,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",4
1843,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct')",4
1844,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",4
1845,"('FiO2', 'pH', 'Glucose', 'Lactate', 'Hct', 'Hgb')",4
1846,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",4
1847,"('HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",4
1848,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'TroponinI')",4
1849,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Hct', 'Hgb', 'PTT')",4
1850,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",4
1851,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Hct', 'PTT', 'Platelets')",4
1852,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",4
1853,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct')",4
1854,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT', 'WBC', 'Platelets')",4
1855,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",4
1856,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",4
1857,"('HCO3', 'AST', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",4
1858,"('SaO2', 'Hct', 'Hgb', 'PTT', 'Platelets')",4
1859,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",4
1860,"('HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",4
1861,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",4
1862,"('AST', 'Alkalinephos', 'Bilirubin_total', 'PTT', 'Fibrinogen')",4
1863,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hgb')",4
1864,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",4
1865,"('BaseExcess', 'pH', 'PaCO2', 'Calcium', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",4
1866,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'TroponinI', 'PTT')",4
1867,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",4
1868,"('pH', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb')",4
1869,"('HCO3', 'pH', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",4
1870,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Hct', 'Hgb', 'PTT')",4
1871,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'WBC', 'Platelets')",4
1872,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Magnesium', 'Potassium', 'Hct', 'PTT')",4
1873,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate')",4
1874,"('HCO3', 'pH', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium')",4
1875,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",4
1876,"('BaseExcess', 'pH', 'PaCO2', 'Chloride', 'Lactate', 'Potassium')",4
1877,"('AST', 'Alkalinephos', 'Potassium')",4
1878,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'PTT', 'Platelets')",4
1879,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Hct', 'Hgb', 'WBC', 'Platelets')",4
1880,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",4
1881,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Potassium', 'Hct', 'Platelets')",4
1882,"('HCO3', 'AST', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",4
1883,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",4
1884,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",4
1885,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Potassium')",4
1886,"('BaseExcess', 'pH', 'SaO2', 'Glucose', 'Hct', 'Hgb')",4
1887,"('HCO3', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium')",4
